USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
949999,283,MERBEINCSIRO RESEARCH STATION,AS,,,-34.17,+142.070,+0056.4,19711231,19821030
949999,284,WALPEUP RESEARCH,AS,,,-35.12,+142.000,+0107.0,19561231,19641231
949999,285,BEULAH POST OFFICE,AS,,,-35.95,+142.420,+0089.0,19561231,19631231
949999,286,SERVICETON,AS,,,-36.37,+140.980,+0118.9,19700115,19821031
949999,287,LONGERENONG AGRICULTURE COLLEGE,AS,,,-36.67,+142.300,+0091.0,19561231,19820228
949999,288,STARNAUD FORESTRY,AS,,,-36.62,+143.270,+0239.0,19641231,19750730
949999,289,ROCHESTER,AS,,,-36.35,+144.700,+0104.9,19641231,19821031
949999,290,KYABRAM RESEARCH STATION,AS,,,-36.33,+145.070,+0104.0,19770630,19820929
949999,291,NUMURKAH IRRIGATION RESEARCH,AS,,,-36.07,+145.450,+0110.0,19731031,19751030
949999,292,DOOKIEAG.,AS,,,-36.38,+145.700,+0183.0,19650103,19720629
949999,293,SHEPPARTONSRWSC,AS,,,-36.38,+145.400,+0113.0,19641231,19821031
949999,294,TATURAIRRIG RESEARCH INSTITUTE,AS,,,-36.43,+145.270,+0114.0,19740731,19821031
949999,295,WANALTA (DAEN STATION),AS,,,-36.63,+144.870,+0114.0,19711231,19821030
949999,296,RUTHERGLEN RESEARCH,AS,,,-36.08,+146.480,+0168.0,19731231,19821031
949999,297,STRATHBOGIE,AS,,,-36.87,+145.730,+0506.0,19561231,19641231
949999,298,WODONGA EXPRESS,AS,,,-36.12,+146.900,+0152.0,19750109,19820929
949999,299,DARTMOUTH RESERVOIR,AS,,,-36.57,+147.620,+0360.0,19611231,19631231
949999,300,BOGONG,AS,,,-36.8,+147.230,+0731.5,19561231,19631231
949999,301,WOODS POINT,AS,,,-37.58,+146.250,+0685.2,19561231,19700331
949999,302,BAIRNSDALE POST OFFICE,AS,,,-37.82,+147.620,+0018.0,19740331,19791031
949999,303,TABBERABBERA (THE PINES),AS,,,-37.58,+147.370,+0116.0,19420701,19451130
949999,304,BAIRNSDALEAERO,AS,,,-37.87,+147.570,,19611231,19631231
949999,305,WARRAGUL POST OFFICE,AS,,,-38.17,+145.930,+0116.0,19561231,19821031
949999,306,YALLOURNSEC,AS,,,-38.18,+146.370,+0155.1,19731231,19821030
949999,307,MOONDARRA RESERVOIR,AS,,,-38.1,+146.380,+0190.0,19741231,19821031
949999,308,EASTTARWINNO.10 (MIRBOOPA,AS,,,-38.52,+146.200,+0240.0,19720430,19741231
949999,309,EASTTARWINNO.18,AS,,,-38.52,+146.250,+0365.8,19780719,19811025
949999,310,NOOJEE PEARCE,AS,,,-37.88,+146.020,+0261.0,19810731,19820228
949999,311,DARRIMAN (OMEGA),AS,,,-38.48,+146.930,+0034.0,19641231,19730629
949999,312,KEW,AS,,,-37.82,+145.030,+0060.7,19611231,19631231
949999,313,MORNINGTON POST OFFICE,AS,,,-38.23,+145.030,+0046.0,19730228,19750630
949999,314,POWELLTOWN,AS,,,-37.87,+145.750,+0189.1,19711231,19821030
949999,315,SCORESBY,AS,,,-37.87,+145.230,+0062.0,19561231,19741030
949999,316,TOORADIN,AS,,,-38.17,+145.400,+0003.0,19641231,19820929
949999,317,MOUNT STLEONARD POTATO FARM,AS,,,-37.57,+145.500,+0603.0,19641231,19820629
949999,318,ASPENDALECSIRO,AS,,,-38.03,+145.100,+0006.0,19671130,19751031
949999,319,FRANKSTONDEPT AGRICULTURE,AS,,,-38.12,+145.180,+0027.0,19790831,19821030
949999,320,BUNDOORA (LATROBE UNIVERSITY),AS,,,-37.72,+145.050,+0090.0,19561231,19631231
949999,321,BALLAN (FISKVILLE),AS,,,-37.6,+144.200,+0442.0,19711231,19821030
949999,322,DURDIDWARRAH,AS,,,-37.82,+144.220,+0366.0,19561231,19631227
949999,323,QUEENS CLIFF,AS,,,-38.27,+144.670,+0015.2,19721231,19791231
949999,324,WERRIBEE RESEARCH FARM,AS,,,-37.9,+144.680,+0024.0,19651031,19700929
949999,325,AVALON AIRPORT,AS,,,-38.03,+144.470,+0011.0,19741130,19821031
949999,326,BLACKWOOD ARMSTRONG,AS,,,-37.47,+144.320,+0533.0,19730131,19750929
949999,327,CRESWICK FORESTRY SCHOOL,AS,,,-37.43,+143.900,+0452.0,19561231,19631231
949999,328,KYNETON POST OFFICE,AS,,,-37.25,+144.450,+0509.0,19650101,19651230
949999,329,SEYMOUR,AS,,,-37.02,+145.150,+0142.0,19731130,19821031
949999,330,SPRING CREEK BASIN TWO,AS,,,-37.1,+145.700,+0360.0,19611231,19631231
949999,331,ARARAT POST OFFICE,AS,,,-37.28,+142.950,+0332.2,19561231,19641231
949999,332,LISMORE POST OFFICE,AS,,,-37.97,+143.350,+0160.0,19820602,19821031
949999,333,WARRAMBINENO2 (PARKER),AS,,,-37.88,+143.900,+0238.0,19720229,19820531
949999,334,WARRAMBINEBASINNO3,AS,,,-37.83,+143.880,+0311.0,19561231,19631231
949999,335,COLAC,AS,,,-38.33,+143.600,+0134.1,19650103,19821030
949999,336,HAMILTON RESEARCH STATION,AS,,,-37.82,+142.070,+0205.0,19730930,19820606
949999,337,PORTLANDAERO,AS,,,-38.38,+141.630,+0038.0,19820607,19820930
949999,338,PORTLAND (CASHMORE),AS,,,-38.32,+141.480,+0081.0,19690724,19781113
949999,339,BRIDPORT POST OFFICE,AS,,,-41,+147.400,+0014.0,19641231,19821031
949999,340,CRESSY RESEARCH,AS,,,-41.72,+147.080,+0150.0,19641231,19821030
949999,341,ELLIOTT RESEARCH,AS,,,-41.08,+145.770,+0152.0,19710414,19821031
949999,342,PREOLENNA,AS,,,-41.08,+145.550,+0251.0,19561231,19821031
949999,343,QUOIBA,AS,,,-41.22,+146.350,+0011.0,19561231,19641231
949999,344,REDPA,AS,,,-40.93,+144.830,+0082.0,19561231,19760229
949999,345,STANLEY POST OFFICE,AS,,,-40.77,+145.300,+0004.9,19730831,19821030
949999,346,TEWKESBURY RESEARCH,AS,,,-41.23,+145.700,+0460.0,19601231,19730331
949999,347,WYNYARD AIRPORT,AS,,,-41,+145.730,+0020.0,19561231,19641231
949999,348,DEVONPORT,AS,,,-41.18,+146.370,+0014.0,19601231,19820929
949999,349,WYNYARDWEST (JACKSON STREET),AS,,,-40.98,+145.720,+0011.0,19681031,19710228
949999,350,SCOTTSDALE KRAFT FOODS,AS,,,-41.15,+147.520,+0199.9,19681231,19821030
949999,351,FORTHSIDE AGRICULTURAL RESEARCH STATION,AS,,,-41.2,+146.270,+0130.0,19610831,19620328
949999,352,ROWELLA,AS,,,-41.18,+146.920,+0020.1,19610831,19620328
949999,353,SMITHTONAERO,AS,,,-40.83,+145.080,,19810101,19821031
949999,354,GUNNS PLAINS,AS,,,-41.3,+145.980,+0080.0,19710331,19821031
949999,355,LAKE LEAKE CHALET,AS,,,-42.02,+147.800,+0580.0,19440316,19580531
949999,356,CAMBRIDGEAEROAMO,AS,,,-42.83,+147.480,+0010.0,19561231,19820930
949999,357,HASTINGS CHALET,AS,,,-43.42,+146.880,+0040.0,19561231,19631231
949999,358,RISDON,AS,,,-42.83,+147.320,+0031.7,19500201,19500509
949999,359,ROSNY,AS,,,-42.87,+147.370,+0012.2,19641231,19770430
949999,360,TASMAN LIGHT HOUSE,AS,,,-43.25,+148.000,+0239.9,19711231,19720217
949999,361,GEEVESTON FORESTRY,AS,,,-43.17,+146.930,+0059.7,19561231,19631231
949999,362,BUSHYPARK HOPS RESEARCH,AS,,,-42.72,+146.880,+0076.2,19561231,19631230
949999,363,BRONTEPARK,AS,,,-42.13,+146.500,+0675.1,19561231,19631231
949999,364,BUTLERS GORGE,AS,,,-42.28,+146.270,+0666.0,19561231,19631231
949999,365,SHANNONHEC,AS,,,-42.05,+146.750,+0940.0,19561231,19710202
949999,366,CAPE SORELL LIGHT HOUSE,AS,,,-42.2,+145.170,+0022.3,19561231,19631231
949999,367,WARATAH POST OFFICE,AS,,,-41.43,+145.520,+0623.9,19611231,19631231
949999,368,ZEEHAN POST OFFICE,AS,,,-41.88,+145.330,+0172.2,19681231,19820930
949999,369,SAVAGE RIVER,AS,,,-41.5,+145.180,+0352.0,19670330,19691217
949999,370,STRATHGORDON (THEKNOB),AS,,,-42.73,+145.980,+0304.8,19690911,19770131
951000,99999,NORTHERN ENDEAVOUR,AS,,,-10.617,+125.983,+0037.0,20010705,20120310
951010,99999,TRUSCOTT,AS,,,-14.083,+126.383,+0052.0,20040824,20181010
951110,99999,PORT KEATS AIRPORT,AS,,,-14.25,+129.533,+0029.0,20010915,20181010
951200,99999,DARWIN AP COMPARISON,AS,,,-12.42,+130.880,+0030.0,20041123,20070613
951210,99999,MIDDLE POINT AWS,AS,,,-12.6,+131.300,+0015.0,20030330,20181010
951420,99999,MANINGRIDA AERO,AS,,,-12.05,+134.233,+0029.0,20040608,20181010
951460,99999,NGAYAWILI,AS,,,-12,+135.567,+0009.0,20010915,20181010
951809,99999,MORETONTELE GRAPHIC OFFICE,AS,,,-12.45,+142.630,+0040.0,19680531,19821030
951810,99999,EDWARD RIV. MISSION,AS,,,-14.9,+141.600,+0005.0,19860713,19870707
952040,99999,WEST ROEBUCK,AS,,,-17.9,+122.317,+0032.0,19980301,20181010
952050,99999,DERBY AERO,AS,,,-17.367,+123.667,+0007.0,19970101,20181010
952140,99999,WYNDHAM AERO,AS,,,-15.5,+128.150,+0004.0,20010815,20181010
952150,99999,KIMBERLEY RES. STATION,AS,,,-15.65,+128.717,+0031.0,20030331,20100831
952830,99999,COOKTOWN AIRPORT,AS,,,-15.45,+145.183,+0006.0,20010915,20181010
952840,99999,WALKAMIN DPI,AS,,,-17.133,+145.433,+0594.0,20010915,20181009
952850,99999,KAIRI RESEARCH STATION,AS,,,-17.217,+145.567,+0714.0,20040713,20111024
952860,99999,MAREEBA AIRPORT AWS,AS,,,-17.067,+145.433,+0473.0,20010915,20181010
952870,99999,NORMAN REEF,AS,,,-16.433,+145.983,+0002.0,19971201,20130925
952880,99999,BOUGAINVILLE REEF,AS,,,-15.5,+147.117,+0013.0,19930101,20181010
952890,99999,GREEN ISLAND,AS,,,-16.767,+145.967,+0003.0,19930501,20100616
952900,99999,MOORE REEF,AS,,,-16.85,+146.233,+0002.0,19971201,20130916
952910,99999,INGHAM COMPOSITE,AS,,,-18.65,+146.183,+0012.0,19970101,20181007
952920,99999,SOUTH JOHNSTONE EXP STN,AS,,,-17.6,+146.000,+0019.0,20010715,20181010
952930,99999,WOOLSHED,AS,,,-19.417,+146.533,+0559.0,20010915,20181010
952950,99999,AYR DPI RESEARCH STN,AS,,,-19.617,+147.383,+0012.0,19970101,20181010
952960,99999,AYR ALVA BEACH,AS,,,-19.45,+147.483,+0008.0,19980301,20181010
952970,99999,HOOK REEF\AWS,PO,,,-19.733,+149.167,+0003.0,19971205,20020512
952990,99999,WILLIS ISLAND COIMP,AS,,,-16.29,+149.960,+0008.0,20041207,20060914
953030,99999,VARANUS ISLAND,AS,,,-20.65,+115.567,+0024.0,20010915,20181010
953040,99999,BARROW ISLAND AIRPORT,AS,,,-20.883,+115.400,+0007.0,20010915,20181010
953050,99999,ONSLOW AIRPORT,AS,,,-21.667,+115.117,+0011.0,20010915,20181010
953070,99999,KARRATHA AERO,AS,,,-20.717,+116.767,+0006.0,19941001,20181010
953080,99999,KARRATHA (KING BAY),AS,,,-20.617,+116.750,+0016.0,19910801,20010901
953100,99999,PARABURDOO,AS,,,-23.2,+117.667,+0391.0,19810101,20021127
953120,99999,REDMONT,AS,,,-21.983,+119.000,+0387.0,19900206,19950825
953139,99999,SANDHILL,AS,,,-22.78,+119.620,+0433.7,19810901,19810930
953140,99999,NEWMAN,AS,,,-23.35,+119.717,+0545.0,19831013,19971231
953150,99999,MOUNT PHILLIP,AS,,,-24.4,+116.300,+0300.0,19900206,20130224
953160,99999,TOM PRICE,AS,,,-22.7,+117.767,+0746.0,20010916,20110428
953170,99999,MARBLE BAR,AS,,,-21.183,+119.750,+0183.0,20010915,20181010
953180,99999,MOUNT AUGUSTUS,AS,,,-24.3,+116.917,+0337.0,20011007,20030912
953220,99999,RABBIT FLAT,AS,,,-20.183,+130.017,+0339.0,20010915,20181010
953230,99999,ARLTUNGA,AS,,,-23.467,+134.683,+0664.0,20010915,20181006
953510,99999,BLACKALL AIRPORT,AS,,,-24.417,+145.433,+0282.0,20030330,20181010
953620,99999,SPRINGSURE DAME ST,AS,,,-24.117,+148.083,+0345.0,19920801,20181009
953660,99999,TE KOWAI EXP STN,AS,,,-21.167,+149.117,+0014.0,20030330,20120604
953670,99999,MACKAY AERO,AS,,,-21.167,+149.183,+0006.0,19960201,20170501
953690,99999,ST LAWRENCE,AS,,,-22.35,+149.517,+0010.0,20041123,20181010
953700,99999,WILLIAMSON,AS,,,-22.47,+150.180,+0028.0,20050722,20181010
953760,99999,BRIGALOW RESEARCH STN,AS,,,-24.833,+149.800,+0168.0,20030330,20110405
954000,99999,THREE RIVERS,AS,,,-25.117,+119.150,+0522.0,19900216,20041101
954020,99999,SHARK BAY AIRPORT,AS,,,-25.9,+113.583,+0034.0,20010915,20181010
954450,99999,NAME AND LOC UNKN,AS,,,,,,19740501,19780808
954480,99999,LEINSTER AERO,AS,,,-27.85,+120.700,+0498.0,19941001,20181010
954580,99999,COOBER PEDY AIRPORT,AS,,,-29.033,+134.717,+0226.0,19970101,20181010
954620,99999,ULURU RANGERS,AS,,,-25.367,+131.017,+0530.0,20010915,20030409
954800,99999,MARREE AERO,AS,,,-29.667,+138.067,+0051.0,20010709,20181010
954810,99999,MOOMBA AIRPORT,AS,,,-28.1,+140.200,+0038.0,19960201,20181010
954820,99999,BIRDSVILLE,AS,,YBDV,-25.898,+139.348,+0047.9,20010915,20181010
954850,99999,TIBOOBURRA,AS,,YTIB,-29.451,+142.058,+0178.0,20010915,20181010
954870,99999,BALLERA GAS FIELD,AS,,,-27.417,+141.817,+0115.0,20030330,20181010
954920,99999,THARGOMINDAH,AS,,YTGM,-27.986,+143.811,+0132.0,20010705,20181010
955020,99999,DUMONT FRE-BASE,AY,,,-66.667,+140.017,+0041.0,19730101,19850630
955120,99999,BREWARRINA HOSPITAL,AS,,,-29.95,+146.850,+0115.0,19650101,20181009
955200,99999,COLLARENBRI (ALBERT STREET),AS,,,-29.55,+148.583,+0145.0,19660102,20181009
955270,99999,MOREE AERO,AS,,,-29.491,+149.846,+0218.5,19950701,20181010
955290,99999,MILES CONSTANCE STREET,AS,,,-26.65,+150.183,+0305.0,20010705,20181010
955330,99999,TEXAS POST OFFICE,AS,,,-28.85,+151.167,+0297.0,19921201,20181009
955410,99999,INVERELL (RAGLAN ST),AS,,,-29.783,+151.117,+0636.0,19980301,20181010
955430,99999,GAYNDAH AIRPORT,AS,,,-25.617,+151.617,+0112.0,20030330,20181010
955510,99999,TOOWOOMBA AIRPORT,AS,,,-27.55,+151.917,+0642.0,19980301,20181010
955550,99999,WARWICK,AS,,,-28.217,+152.017,+0477.0,19900201,20100210
955650,99999,HERVEY BAY AIRPORT,AS,,,-25.317,+152.883,+0015.0,20010915,20181010
955660,99999,BEERBURRUM FOREST STATION,AS,,,-26.95,+152.967,+0036.0,20010701,20181010
955700,99999,GRAFTON AIRPORT,AS,,,-29.75,+153.033,+0026.0,20070228,20181010
955710,99999,GRAFTON RESEARCH STN,AS,,,-29.617,+152.967,+0026.0,20030330,20181010
955720,99999,NAMBOUR DPI-HILLSIDE,AS,,,-26.65,+152.933,+0033.0,19650103,20181010
955730,99999,IGLEVOOD FOREST,AS,,,-28.35,+150.950,+0384.0,19920901,20141211
955740,99999,TEWANTIN,AS,,,-26.383,+153.033,+0008.0,19900201,19960306
955750,99999,BEAUDESERT DRUMLEY ST,AS,,,-27.967,+152.983,+0048.0,20080429,20181010
955810,99999,LONGAN CITY WATER TREATMENT,AS,,,-27.7,+153.200,+0010.0,19970101,20181010
955900,99999,REDCLIFFE,AS,,,-27.25,+153.100,+0002.0,19860411,20040204
955910,99999,REDCLIFFE,AS,,,-27.217,+153.100,+0013.0,19900201,20181010
956000,99999,JURIEN BAY,AS,,,-30.3,+115.033,+0005.0,19691021,20181010
956010,99999,WONGAN HILLS RES. STATION,AS,,,-30.833,+116.733,+0305.0,20030331,20131001
956020,99999,BUSSELTON JETTY,AS,,,-33.633,+115.333,+0003.0,20010701,20181010
956030,99999,KELLERBERRIN,AS,,,-31.617,+117.717,+0250.0,20030331,20181010
956040,99999,GOSNELLS CITY,AS,,,-32.05,+115.983,+0010.0,19970101,20181009
956050,99999,FREMANTLE EAST,AS,,,-32.05,+115.767,+0004.0,19910201,19990531
956060,99999,LANCELIN,AS,,,-31.017,+115.317,+0005.0,19900201,20181010
956070,99999,GARDEN ISLAND HSF,AS,,,-32.233,+115.683,+0006.0,19851128,20181010
956080,99999,MEDINA RESEARCH CENTRE,AS,,,-32.217,+115.800,+0014.0,19950101,20180112
956100,99999,KALAMUNDA BICKLEY,AS,,,-32.017,+116.133,+0385.0,19910601,20181010
956110,99999,BUSSELTON AERO,AS,,,-33.683,+115.400,+0017.0,19900206,20181010
956120,99999,GINGIN AERO,AS,,,-31.467,+115.867,+0075.0,19980301,20181010
956130,99999,PEMBERTON,AS,,,-34.45,+116.033,+0175.0,19570101,20181009
956140,99999,KARNET,AS,,,-32.433,+116.067,+0286.0,19730101,20181010
956150,99999,BEVERLEY,AS,,,-32.1,+116.917,+0199.0,20010916,20181010
956160,99999,PINGELLY,AS,,,-32.533,+117.083,+0297.0,20010916,20181010
956170,99999,SHANNON,AS,,,-34.583,+116.350,+0191.0,19980301,20181010
956180,99999,WAGIN,AS,,,-33.3,+117.333,+0256.0,19900206,20181010
956190,99999,KOJUNUP,AS,,,-33.833,+117.150,+0305.0,19910101,19980415
956210,99999,COLLIE EAST,AS,,,-33.367,+116.167,+0200.0,20030211,20181010
956220,99999,DONNYBROOK,AS,,,-33.567,+115.817,+0063.0,20010916,20181010
956230,99999,JARRAHWOOD,AS,,,-33.8,+115.650,+0130.0,20030330,20181010
956240,99999,MERREDIN,AS,,,-31.467,+118.267,+0315.0,19660101,20181010
956250,99999,CUNDERDIN AIRFIELD,AS,,,-31.617,+117.217,+0217.0,19980301,20181010
956260,99999,NAREMBEEN,AS,,,-32.067,+118.400,+0276.0,19900207,20181010
956270,99999,HYDEN COMPOSITE,AS,,,-32.45,+118.900,+0299.0,19900206,20181010
956280,99999,ONGERUP,AS,,,-33.95,+118.483,+0288.0,19720101,20181010
956290,99999,DALWALLINU,AS,,,-30.283,+116.667,+0326.0,19980301,20181010
956300,99999,BUSSELTON,AS,,,-33.65,+115.317,+0004.0,20010701,20111123
956310,99999,GOOMALLING,AS,,,-31.3,+116.833,+0239.0,20030331,20181010
956320,99999,BRIDGETOWN,AS,,,-33.95,+116.133,+0179.0,20010818,20181010
956330,99999,SOUTHERN CROSS MT,AS,,,-30.383,+120.150,+0501.0,19980301,20010430
956340,99999,SOUTHERN CROSS AIRFIELD,AS,,,-31.233,+119.350,+0348.0,19980301,20181010
956350,99999,HOPETOWN NORTH,AS,,,-33.933,+120.133,+0027.0,19980301,20181010
956360,99999,JACUP,AS,,,-33.883,+119.100,+0306.0,19941001,20181010
956370,99999,LAKE GRACE,AS,,,-33.1,+118.467,+0286.0,20010915,20181010
956380,99999,ESPERANCE AERO,AS,,,-33.683,+121.833,+0144.0,19910501,20181010
956390,99999,SALMON GUMS RES. STN,AS,,,-32.983,+121.617,+0249.0,20010701,20181010
956400,99999,WANDERING,AS,,,-32.667,+116.667,+0275.0,20010701,20181010
956410,99999,WITCHCLIFFE,AS,,,-34.033,+115.100,+0081.0,20010915,20181010
956420,99999,NORSEMAN AERO,AS,,,-32.217,+121.750,+0263.0,20010814,20181010
956430,99999,HARVEY,AS,,,-33.083,+115.883,+0040.0,20010916,20140530
956440,99999,MUNGLINUP WEST,AS,,,-33.55,+120.700,+0220.0,20030330,20181010
956450,99999,CAIGUNA ASA,AS,,,-32.265,+125.489,+0110.0,19750429,20010309
956460,99999,FORREST,AS,,YFRT,-30.833,+128.117,+0160.0,19930501,20181010
956470,99999,NORTH WALPOLE,AS,,,-34.95,+116.717,+0074.0,20040706,20181010
956540,99999,WUDINNA AERO,AS,,,-33.05,+135.450,+0087.0,20010901,20181010
956550,99999,NONNING,AS,,,-32.517,+136.483,+0200.0,19900201,20121203
956560,99999,GUM VIEW,AS,,,-33.517,+135.283,+0037.0,20010922,20050924
956570,99999,PORT PIRIE AERODROME,AS,,,-33.233,+138.000,+0012.0,20070228,20150109
956580,99999,OLYMPIC DAM AERODROME,AS,,,-30.483,+136.883,+0100.0,20010915,20181010
956590,99999,MINLATON AERO,AS,,,-34.75,+137.517,+0032.0,19920801,20181010
956600,99999,ANDAMOOKA,AS,,,-30.45,+137.167,+0076.0,19900201,20181009
956610,99999,PORT LINCOLN AERO,AS,,,-34.6,+135.883,+0008.0,19920801,20081231
956620,99999,MINNIPA DPI,AS,,,-32.85,+135.150,+0166.0,19980301,20181010
956630,99999,CUMMINS AERO,AS,,YCMM,-34.25,+135.717,+0058.0,20071016,20181010
956640,99999,WHYALLA,AS,,YWHA,-33.059,+137.514,+0012.5,19920801,20181010
956660,99999,PORT AUGUSTA ARID LANDS,AS,,,-32.517,+137.717,+0014.0,19970101,20181010
956670,99999,CLARE HIGH SCHOOL,AS,,,-33.817,+138.600,+0396.0,19941001,20181010
956680,99999,GLUEPOT,AS,,,-33.767,+140.117,+0055.0,20010915,20181009
956690,99999,PRICE,AS,,,-34.3,+138.000,+0007.0,20010916,20181008
956700,99999,RAYVILLE PARK,AS,,,-33.783,+138.217,+0109.0,20010914,20181010
956710,99999,ROSEWORTHY AG COLLEGE,AS,,,-34.517,+138.683,+0065.0,20010701,20181010
956720,99999,ADELAIDE AIRPORT OL,AS,,,-34.95,+138.533,+0006.0,20041109,20050130
956740,99999,TURRETFIELD RESEARCH CENTRE,AS,,,-34.55,+138.833,+0116.0,20030330,20181009
956750,99999,BLACK POLE,AS,,,-34.733,+138.467,+0008.0,20020102,20181010
956760,99999,EDINBURGH,AS,,YPED,-34.703,+138.621,+0020.4,19721117,20181010
956770,99999,ADELAIDE PARAFIELD,AS,,YPPF,-34.793,+138.633,+0017.4,19390331,20181010
956780,99999,MOUNT LOFTY,AS,,,-34.967,+138.700,+0730.0,19860108,20181010
956870,99999,RENMARK AERO,AS,,,-34.2,+140.683,+0032.0,19960201,20181010
956889,99999,WANBI RESEARCH CENTRE,AS,,,-34.78,+140.280,+0077.0,19681231,19820930
956920,99999,POONCARIE MAIL AGENCY,AS,,,-33.383,+142.567,+0053.0,20030330,20181009
956950,99999,WILCANNIA AERODROME AWS,AS,,,-31.517,+143.383,+0095.0,20010915,20181010
956970,99999,IVANHOE AERODROME AWS,AS,,,-32.883,+144.317,+0100.0,20010915,20181010
956990,99999,WHITE CLIFFS AWS,AS,,,-30.85,+143.070,+0158.0,20050722,20181010
957030,99999,BOURKE ARPT,AS,,,-30.033,+145.950,+0108.0,19970101,19990131
957040,99999,GRIFFITH AIRPORT AWS,AS,,,-34.25,+146.067,+0135.0,19700821,20181010
957050,99999,YANCO AGRICULTURAL INSTITUTE,AS,,,-34.617,+146.433,+0164.0,20010824,20181010
957060,99999,NARRANDERA,AS,,YNAR,-34.702,+146.512,+0144.5,19691231,20181010
957070,99999,LAKE CARGELLIGO AIRPORT,AS,,,-33.283,+146.367,+0169.0,19820630,20181008
957080,99999,CONDOBOLIN AIRPORT,AS,,,-33.067,+147.217,+0194.0,19941001,20181010
957090,99999,WEST WYALONG AIRPORT AWS,AS,,,-33.933,+147.200,+0258.0,20010915,20181010
957100,99999,TRANGIE RESEARCH STATION,AS,,,-31.983,+147.950,+0216.0,20010915,20181010
957119,99999,WEST WYALONG AIRPORT,AS,,,-33.93,+147.200,+0262.0,19651231,19840629
957130,99999,BARADINE FORESTRY,AS,,,-30.95,+149.067,+0302.0,20030330,20120726
957150,99999,WALGETT AIRPORT,AS,,,-30.033,+148.117,+0134.0,19941001,20181010
957160,99999,GOULBURN AIRPORT AWS,AS,,,-34.817,+149.733,+0641.0,19900201,20181010
957170,99999,PARKES AIRPORT,AS,,,-33.133,+148.233,+0324.0,19691231,20181010
957180,99999,COONAMBLE AIRPORT,AS,,,-30.983,+148.383,+0182.0,20010915,20181010
957190,99999,DUBBO AIRPORT AWS,AS,,,-32.217,+148.567,+0285.0,19970101,20181010
957200,99999,COWRA RESEARCH STN,AS,,,-33.817,+148.700,+0386.0,19900201,20110114
957210,99999,COWRA AIRPORT AWS,AS,,,-33.85,+148.650,+0297.0,20040824,20181010
957220,99999,TEMORA AIRPORT,AS,,,-34.433,+147.517,+0281.0,19750705,20181010
957230,99999,YASS (RURAL FIRE SERVICE),AS,,,-34.817,+148.900,+0520.0,19900201,20180625
957250,99999,ORANGE AGRICULTURAL INSTITUTE,AS,,,-33.317,+149.083,+0922.0,20030330,20181009
957260,99999,ORANGE AIRPORT,AS,,,-33.383,+149.133,+0948.0,19980301,20181010
957270,99999,DUNEDOO,AS,,,-32.017,+149.383,+0388.0,19900202,20181009
957280,99999,COONABARABRAN AIRPORT AWS,AS,,,-31.317,+149.267,+0646.0,20030330,20181010
957340,99999,NARRABRI AIRPORT AWS,AS,,,-30.317,+149.817,+0230.0,20030330,20181010
957350,99999,OBERON-SPRINGBANK,AS,,,-33.683,+149.833,+1190.0,19900201,20181009
957400,99999,GUNNEDAH AIRPORT AWS,AS,,,-30.95,+150.250,+0263.0,20030330,20181010
957440,99999,SPRINGWOOD (VALLEY HEIGHTS),AS,,,-33.7,+150.567,+0362.0,20070228,20181009
957460,99999,QUIRINDI,AS,,,-31.5,+150.667,+0390.0,19900202,20181009
957470,99999,MURRURUNDI GAP AWS,AS,,,-31.733,+150.800,+0730.0,20040608,20181010
957480,99999,WOLLONGONG AIRPORT,AS,,,-34.567,+150.783,+0008.0,20010915,20181010
957490,99999,KIAMA (BOMBO HEADLAND),AS,,,-34.65,+150.850,+0016.0,20040510,20181010
957500,99999,LIVERPOOL WHITLAM CENTRE,AS,,,-33.933,+150.883,+0020.0,19810531,20130228
957520,99999,WATTAMOLLA AWS,AS,,,-34.133,+151.117,+0044.0,20101007,20181010
957530,99999,RICHMOND RAAF,AS,,,-33.6,+150.783,+0020.0,19970301,20181010
957540,99999,MERRIWA (ROSCOMMON),AS,,,-32.183,+150.167,+0376.0,20071016,20181010
957560,99999,KURNELL AWS,AS,,,-34,+151.200,+0004.0,20101012,20181010
957580,99999,SCONE AIRPORT,AS,,,-32.033,+150.833,+0223.0,19900201,20181010
957620,99999,TAMWORTH AIRPORT AWS,AS,,,-31.067,+150.833,+0396.0,19921201,20081231
957640,99999,RIVERVIEW OBSERVATORY,AS,,,-33.833,+151.150,+0040.0,19970101,20150109
957650,99999,SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE),AS,,,-33.833,+151.067,+0004.0,19960201,20181010
957660,99999,WEDDING CAKE WEST,AS,,,-33.83,+151.267,+0006.0,19980301,20061212
957670,99999,LAKE MACQUARIE AWS,AS,,,-33.083,+151.467,+0006.0,20080801,20181010
957680,99999,NORTH HEAD,AS,,,-33.817,+151.300,+0090.0,19900201,19990831
957700,99999,NORAH HEAD LIGHTHOUSE,AS,,,-33.267,+151.567,+0020.0,19950315,20181010
957710,99999,CESSNOCK AIRPORT,AS,,,-32.783,+151.333,+0062.0,19970101,20181010
957720,99999,LOSTOCK DAM SITE,AS,,,-32.333,+151.450,+0200.0,20010916,20181009
957730,99999,ARMIDALE AIRPORT AWS,AS,,,-30.533,+151.617,+1081.0,19970101,20181010
957740,99999,MANGROVE MOUNTAIN AWS,AS,,,-33.283,+151.217,+0305.0,19970101,20181010
